name,genre,ratingValue,studios,episodes
Sekaiichi Hatsukoi,"['Comedy', 'Drama', 'Romance', 'Shounen Ai']",7.96,['Studio Deen'],12
Seitokai Yakuindomo* OVA,"['Slice of Life', 'Comedy', 'School', 'Shounen']",7.96,['GoHands'],10
Kuroko no Basket: Tip Off,"['Sports', 'Comedy', 'School', 'Shounen']",7.96,['Production I.G'],1
Junjou Romantica OVA,"['Comedy', 'Drama', 'Romance', 'Shounen Ai']",7.96,['Studio Deen'],2
Musekinin Kanchou Tylor,"['Military', 'Sci-Fi', 'Space', 'Comedy', 'Parody']",7.91,['Tatsunoko Production'],26
Mahoujin Guruguru (2017),"['Adventure', 'Fantasy', 'Magic', 'Comedy', 'Shounen']",7.91,['Production I.G'],24
InuYasha (TV),"['Action', 'Adventure', 'Comedy', 'Historical', 'Demons', 'Supernatural', 'Magic', 'Romance', 'Fantasy', 'Shounen']",7.91,['Sunrise'],167
Hoozuki no Reitetsu 2nd Season,"['Comedy', 'Demons', 'Supernatural', 'Fantasy', 'Seinen']",7.91,['Studio Deen'],13
Hataraku Maou-sama!,"['Comedy', 'Demons', 'Supernatural', 'Romance', 'Fantasy']",7.91,['White Fox'],13
Fairy Tail,"['Action', 'Adventure', 'Comedy', 'Magic', 'Fantasy', 'Shounen']",7.91,"['Satelight', 'A-1 Pictures']",175
Danshi Koukousei no Nichijou Specials,"['Comedy', 'School', 'Shounen', 'Slice of Life']",7.91,['Sunrise'],6
Colorful (Movie),"['Slice of Life', 'Supernatural', 'Drama']",7.91,"['Sunrise', 'Ascension']",1
Bishoujo Senshi Sailor Moon S,"['Drama', 'Magic', 'Romance', 'Shoujo']",7.91,['Toei Animation'],38
Yuusha-Ou GaoGaiGar,"['Adventure', 'Mecha', 'Sci-Fi', 'Shounen']",7.92,['Sunrise'],49
Xiao Lu He Xiao Lan,"['Game', 'Sci-Fi', 'Slice of Life', 'Comedy', 'Drama', 'Magic', 'School', 'Shounen Ai']",7.92,['Haoliners Animation League'],72
Working'!!,"['Comedy', 'Romance', 'Seinen', 'Slice of Life']",7.92,['A-1 Pictures'],13
Vampire Hunter D (2000),"['Action', 'Sci-Fi', 'Horror', 'Drama', 'Romance', 'Vampire', 'Fantasy']",7.92,['Madhouse'],1
Top wo Nerae! Gunbuster,"['Action', 'Comedy', 'Drama', 'Mecha', 'Military', 'Sci-Fi', 'Shounen', 'Space']",7.92,['Gainax'],6
Tokyo Ghoul,"['Action', 'Mystery', 'Horror', 'Psychological', 'Supernatural', 'Drama', 'Seinen']",7.92,['Studio Pierrot'],12
Planetarian: Hoshi no Hito,"['Sci-Fi', 'Drama']",7.92,['David Production'],1
Break Blade 5: Shisen no Hate,"['Action', 'Military', 'Fantasy', 'Mecha', 'Shounen']",7.87,"['Production I.G', 'Xebec']",1
Akagami no Shirayuki-hime,"['Fantasy', 'Romance', 'Drama', 'Shoujo']",7.87,['Bones'],12
91 Days,"['Action', 'Drama', 'Historical']",7.87,['Shuka'],12
Tentai Senshi Sunred,"['Comedy', 'Parody', 'Super Power', 'Seinen']",7.88,['AIC A.S.T.A.'],26
Seikai no Senki II,"['Action', 'Military', 'Romance', 'Sci-Fi', 'Space']",7.88,['Sunrise'],10
Nodame Cantabile: Finale - Mine to Kiyora no Saikai,"['Comedy', 'Josei', 'Music', 'Romance']",7.88,['J.C.Staff'],1
Maria-sama ga Miteru 4th,"['School', 'Shoujo', 'Shoujo Ai', 'Slice of Life']",7.88,['Studio Deen'],13
Hybrid Child,"['Drama', 'Historical', 'Romance', 'Sci-Fi', 'Shounen Ai']",7.88,['Studio Deen'],4
Haikyuu!! Movie 1: Owari to Hajimari,"['Comedy', 'Sports', 'Drama', 'School', 'Shounen']",7.88,['Production I.G'],1
Ginga Eiyuu Densetsu: Die Neue These - Seiran 1,"['Action', 'Drama', 'Military', 'Sci-Fi', 'Space']",7.88,['Production I.G'],4
Ginga Eiyuu Densetsu Gaiden (1999),"['Drama', 'Military', 'Sci-Fi', 'Space']",7.88,['Artland'],28
Emiya-san Chi no Kyou no Gohan,"['Slice of Life', 'Comedy']",7.88,['ufotable'],13
Douluo Dalu 2nd Season,"['Action', 'Adventure', 'Historical', 'Supernatural', 'Martial Arts', 'Fantasy']",7.88,['add some'],Unknown
Douluo Dalu,"['Action', 'Adventure', 'Fantasy', 'Historical', 'Martial Arts', 'Romance']",7.88,['Sparkly Key Animation Studio'],26
Space☆Dandy,"['Sci-Fi', 'Space', 'Comedy']",7.89,['Bones'],13
Slayers Try,"['Adventure', 'Comedy', 'Demons', 'Magic', 'Fantasy', 'Shounen']",7.89,['J.C.Staff'],26
City Hunter '91,"['Action', 'Comedy', 'Mystery', 'Shounen']",7.85,['Sunrise'],13
Byousoku 5 Centimeter,"['Slice of Life', 'Drama', 'Romance']",7.85,['CoMix Wave Films'],3
Bungou Stray Dogs: Dead Apple,"['Action', 'Comedy', 'Mystery', 'Super Power', 'Supernatural']",7.85,['Bones'],1
Break Blade 3: Kyoujin no Ato,"['Action', 'Military', 'Fantasy', 'Mecha', 'Shounen']",7.85,"['Production I.G', 'Xebec']",1
Baka to Test to Shoukanjuu Ni!,"['Comedy', 'Super Power', 'Romance', 'School']",7.85,['Silver Link.'],13
Asagao to Kase-san.,"['Romance', 'School', 'Shoujo Ai']",7.85,['Zexcs'],1
Ansatsu Kyoushitsu 2nd Season: Kagaijugyou-hen,"['Action', 'Comedy', 'School', 'Shounen']",7.85,['Lerche'],8
Yaoguai Mingdan 2nd Season,"['Action', 'Comedy', 'Romance', 'Fantasy']",7.86,['Haoliners Animation League'],21
Transformers the Movie,"['Action', 'Mecha']",7.86,['Toei Animation'],1
Tamayura: Sotsugyou Shashin Part 3 - Akogare,"['Comedy', 'Drama', 'Slice of Life']",7.86,['TYO Animations'],1
Shiki Specials,"['Mystery', 'Horror', 'Supernatural', 'Thriller', 'Vampire']",7.86,['Daume'],2
Saraiya Goyou,"['Mystery', 'Historical', 'Drama', 'Samurai', 'Seinen']",7.86,['Manglobe'],12
Owarimonogatari 2nd Season Recaps,"['Mystery', 'Comedy', 'Supernatural', 'Vampire']",7.86,['Shaft'],2
Noragami OVA,"['Action', 'Adventure', 'Comedy', 'Supernatural', 'Shounen']",7.86,['Bones'],2
Lupin III: Part II,"['Action', 'Adventure', 'Mystery', 'Comedy', 'Seinen']",7.86,['Tokyo Movie Shinsha'],155
"Kobayashi-san Chi no Maid Dragon: Valentine, Soshite Onsen! - Amari Kitai Shinaide Kudasai","['Slice of Life', 'Comedy', 'Fantasy']",7.86,['Kyoto Animation'],1
Uchuu Senkan Yamato 2202: Ai no Senshi-tachi,"['Action', 'Drama', 'Military', 'Sci-Fi', 'Space']",7.84,['Xebec'],26
Tiger & Bunny Movie 2: The Rising,"['Action', 'Mystery', 'Comedy', 'Super Power']",7.84,['Sunrise'],1
The Last: Naruto the Movie,"['Action', 'Super Power', 'Romance', 'Martial Arts', 'Shounen']",7.84,['Studio Pierrot'],1
The Disappearance of Conan Edogawa: The Worst Two Days in History,"['Adventure', 'Police', 'Comedy', 'Mystery', 'Shounen']",7.84,['TMS Entertainment'],1
Sword Art Online: Alicization - War of Underworld,"['Action', 'Game', 'Adventure', 'Romance', 'Fantasy']",7.84,['A-1 Pictures'],12
Seitokai Yakuindomo OVA,"['Comedy', 'School', 'Shounen', 'Slice of Life']",7.84,['GoHands'],8
Saint Seiya: Meiou Hades Juuni Kyuu-hen - Yomigaerishi Gold Saint-tachi no Shinwa,"['Adventure', 'Sci-Fi', 'Shounen']",7.84,['Toei Animation'],2
Pokemon: The Origin,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Kids']",7.84,"['Production I.G', 'Xebec', 'OLM']",4
Osomatsu-san Movie,"['Comedy', 'Parody']",7.84,['Studio Pierrot'],1
New Game!!,"['Game', 'Slice of Life', 'Comedy']",7.84,['Doga Kobo'],12
Mobile Suit Gundam,"['Action', 'Military', 'Sci-Fi', 'Space', 'Mecha']",7.84,['Sunrise'],43
Master Keaton OVA,"['Adventure', 'Drama', 'Historical', 'Mystery', 'Seinen', 'Slice of Life']",7.84,['Madhouse'],15
Little Witch Academia: Mahoujikake no Parade,"['Adventure', 'Comedy', 'Magic', 'Fantasy', 'School']",7.84,['Trigger'],1
Kyoukai no Kanata,"['Slice of Life', 'Supernatural', 'Fantasy']",7.84,['Kyoto Animation'],12
Ie Naki Ko,"['Adventure', 'Drama', 'Historical', 'Kids', 'Slice of Life']",7.84,"['Madhouse', 'TMS Entertainment']",51
Hadashi no Gen,"['Drama', 'Historical']",7.84,['Madhouse'],1
Kochira Katsushikaku Kameari Kouenmae Hashutsujo,"['Slice of Life', 'Comedy', 'Police']",7.81,['Gallop'],373
Keroro Gunsou,"['Comedy', 'Mecha', 'Parody', 'Sci-Fi', 'Shounen']",7.81,['Sunrise'],358
Jin-Rou,"['Military', 'Police', 'Psychological', 'Drama', 'Romance']",7.81,['Production I.G'],1
Hana yori Dango,"['Drama', 'Romance', 'School', 'Shoujo']",7.81,['Toei Animation'],51
Haikyuu!!: Lev Genzan!,"['Sports', 'Shounen']",7.81,['Production I.G'],1
Gochuumon wa Usagi Desu ka??: Sing for You,"['Comedy', 'Slice of Life']",7.81,['production doA'],1
Bungou Stray Dogs,"['Action', 'Comedy', 'Mystery', 'Seinen', 'Super Power', 'Supernatural']",7.81,['Bones'],12
Black Jack,"['Drama', 'Mystery', 'Psychological', 'Thriller']",7.81,['Tezuka Productions'],12
Ueki no Housoku,"['Action', 'Adventure', 'Comedy', 'Super Power', 'Supernatural', 'Drama', 'Shounen']",7.82,['Studio Deen'],51
Tegamibachi Reverse,"['Adventure', 'Supernatural', 'Fantasy', 'Shounen']",7.82,['Studio Pierrot'],25
Tantei Gakuen Q,"['Comedy', 'Drama', 'Mystery', 'Police', 'Shounen']",7.82,['Studio Pierrot'],45
Tamayura: Sotsugyou Shashin Part 2 - Hibiki,"['Comedy', 'Drama', 'Slice of Life']",7.82,['TYO Animations'],1
Slayers,"['Adventure', 'Comedy', 'Demons', 'Magic', 'Fantasy']",7.82,['E&G Films'],26
Sidonia no Kishi: Daikyuu Wakusei Seneki,"['Action', 'Sci-Fi', 'Space', 'Mecha', 'Seinen']",7.82,['Polygon Pictures'],12
Shaman King,"['Action', 'Adventure', 'Comedy', 'Supernatural', 'Drama', 'Shounen']",7.82,['Xebec'],64
Ranma ½ OVA,"['Comedy', 'Martial Arts', 'Romance', 'Shounen']",7.82,['add some'],6
Arakawa Under the Bridge x Bridge,"['Comedy', 'Romance', 'Seinen']",7.78,['Shaft'],13
Ajin 2nd Season,"['Action', 'Horror', 'Mystery', 'Seinen', 'Supernatural']",7.78,['Polygon Pictures'],13
Aggressive Retsuko (ONA),"['Slice of Life', 'Comedy']",7.78,['Fanworks'],10
Wu Geng Ji 2nd Season,"['Action', 'Historical', 'Supernatural', 'Martial Arts', 'Fantasy']",7.79,['Sparkly Key Animation Studio'],42
White Album 2,"['Drama', 'Music', 'Romance', 'Slice of Life']",7.79,['Satelight'],13
Udon no Kuni no Kiniro Kemari,"['Slice of Life', 'Fantasy', 'Seinen']",7.79,['LIDENFILMS'],12
Uchuu Kaizoku Captain Herlock,"['Action', 'Sci-Fi', 'Adventure', 'Space', 'Drama', 'Seinen']",7.79,['Toei Animation'],42
Tsurezure Children,"['Comedy', 'Romance', 'School', 'Shounen']",7.79,['Studio Gokumi'],12
Toaru Kagaku no Railgun,"['Action', 'Sci-Fi', 'Super Power']",7.79,['J.C.Staff'],24
Sora yori mo Tooi Basho: Yokoku,"['Slice of Life', 'Comedy']",7.79,['Madhouse'],13
Shingeki no Kyojin: Lost Girls,"['Action', 'Drama', 'Fantasy', 'Horror', 'Supernatural']",7.79,['Wit Studio'],3
Shingeki no Kyojin Season 2 Movie: Kakusei no Houkou,"['Action', 'Drama', 'Fantasy', 'Shounen', 'Super Power']",7.79,['Wit Studio'],1
Seitokai Yakuindomo*,"['Slice of Life', 'Comedy', 'School', 'Shounen']",7.79,['GoHands'],13
Psycho-Pass: Sinners of the System Case.3 - Onshuu no Kanata ni＿＿,"['Action', 'Sci-Fi', 'Police', 'Psychological']",7.79,['Production I.G'],1
Pandora Hearts,"['Adventure', 'Fantasy', 'Mystery', 'Shounen', 'Supernatural']",7.79,['Xebec'],25
Ojamajo Doremi Na-i-sho,"['Comedy', 'Fantasy', 'Magic', 'Shoujo']",7.79,['Toei Animation'],13
Joshikousei no Mudazukai,"['Comedy', 'School']",7.76,['Passione'],12
Huyao Xiao Hongniang: Yue Hong,"['Comedy', 'Historical', 'Supernatural', 'Romance']",7.76,['Haoliners Animation League'],13
Hidamari Sketch x 365 Specials,"['Slice of Life', 'Comedy', 'School', 'Seinen']",7.76,['Shaft'],3
Hetalia World Series,"['Comedy', 'Historical', 'Parody']",7.76,['Studio Deen'],48
Hataraku Saibou (TV),"['Comedy', 'Shounen']",7.76,['David Production'],13
Hachimitsu to Clover Specials,"['Comedy', 'Drama', 'Josei', 'Romance', 'Slice of Life']",7.76,['J.C.Staff'],2
Giovanni no Shima,"['Drama', 'Historical']",7.76,['Production I.G'],1
Fruits Basket,"['Slice of Life', 'Comedy', 'Supernatural', 'Drama', 'Romance', 'Shoujo']",7.76,['Studio Deen'],26
Detective Conan Movie 21: The Crimson Love Letter,"['Action', 'Mystery', 'Historical', 'Police', 'Drama', 'Romance']",7.76,['TMS Entertainment'],1
Detective Conan Movie 10: Promo Special,"['Adventure', 'Police', 'Comedy', 'Mystery', 'Shounen']",7.76,['TMS Entertainment'],1
Daicon Opening Animations,"['Action', 'Sci-Fi', 'Adventure', 'Music', 'Mecha']",7.76,['Gainax'],2
Crayon Shin-chan Movie 09: Arashi wo Yobu Mouretsu! Otona Teikoku no Gyakushuu,"['Sci-Fi', 'Comedy', 'Seinen']",7.76,['Shin-Ei Animation'],1
Chi's Sweet Home,"['Comedy', 'Slice of Life']",7.76,['Madhouse'],104
BanG Dream! Film Live,['Music'],7.76,['SANZIGEN'],1
Arslan Senki (TV),"['Action', 'Adventure', 'Drama', 'Fantasy', 'Historical', 'Shounen']",7.76,"['SANZIGEN', 'LIDENFILMS']",25
Ao Haru Ride,"['Comedy', 'Drama', 'Romance', 'School', 'Shoujo', 'Slice of Life']",7.76,['Production I.G'],12
Sidonia no Kishi,"['Action', 'Mecha', 'Sci-Fi', 'Seinen', 'Space']",7.74,['Polygon Pictures'],12
Servant x Service,"['Comedy', 'Seinen', 'Slice of Life']",7.74,['A-1 Pictures'],13
Seikai no Monshou,"['Action', 'Military', 'Sci-Fi', 'Space', 'Romance']",7.74,['Sunrise'],13
Princess Sara,"['Slice of Life', 'Historical', 'Drama', 'Shoujo']",7.74,['Nippon Animation'],46
Pokemon XY&Z,"['Action', 'Adventure', 'Comedy', 'Kids', 'Fantasy']",7.74,['OLM'],47
Piano no Mori,"['Adventure', 'Music', 'Comedy', 'Drama', 'School', 'Seinen']",7.74,['Madhouse'],1
Persona 3 the Movie 2: Midsummer Knight's Dream,"['Action', 'Supernatural', 'Fantasy']",7.74,['A-1 Pictures'],1
Overlord Movie 2: Shikkoku no Eiyuu,"['Action', 'Game', 'Supernatural', 'Magic', 'Fantasy']",7.74,['Madhouse'],1
One Piece: Episode of Luffy - Hand Island no Bouken,"['Action', 'Adventure', 'Comedy', 'Super Power', 'Fantasy', 'Shounen']",7.74,['Toei Animation'],1
Nisekoi,"['Harem', 'Comedy', 'Romance', 'School', 'Shounen']",7.74,['Shaft'],20
Net-juu no Susume,"['Game', 'Comedy', 'Romance']",7.74,['Signal.MD'],10
Muumindani no Suisei,"['Adventure', 'Comedy', 'Fantasy', 'Kids']",7.74,['Visual 80'],1
Mujin Wakusei Survive,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi', 'Slice of Life']",7.74,"['Madhouse', 'Telecom Animation Film']",52
IDOLiSH7: Second Beat!,['Music'],7.74,['TROYCA'],Unknown
Ichigo Mashimaro Encore,"['Comedy', 'Slice of Life']",7.74,['Daume'],2
Hetalia: The Beautiful World Specials,"['Comedy', 'Historical', 'Parody']",7.74,['Studio Deen'],4
Lupin III,"['Action', 'Adventure', 'Mystery', 'Comedy', 'Seinen']",7.72,['Tokyo Movie Shinsha'],23
Kyoukai no Kanata: Shinonome,"['Fantasy', 'Slice of Life', 'Supernatural']",7.72,['Kyoto Animation'],1
Kuroko no Basket Movie 2: Winter Cup - Namida no Saki e,"['Sports', 'School', 'Shounen']",7.72,['Production I.G'],1
Kidou Keisatsu Patlabor: On Television,"['Comedy', 'Mecha', 'Police', 'Sci-Fi']",7.72,['Sunrise'],47
Jungle wa Itsumo Hare nochi Guu Final,"['Slice of Life', 'Comedy']",7.72,['Shin-Ei Animation'],7
Gakkou no Kaidan,"['Mystery', 'Horror', 'Supernatural']",7.72,['Studio Pierrot'],19
Fushigi Yuugi,"['Adventure', 'Fantasy', 'Magic', 'Martial Arts', 'Comedy', 'Romance', 'Historical', 'Drama', 'Shoujo']",7.72,['Studio Pierrot'],52
Full Metal Panic! The Second Raid: Wari to Hima na Sentaichou no Ichinichi,['Comedy'],7.72,['Kyoto Animation'],1
Eikoku Koi Monogatari Emma,"['Slice of Life', 'Historical', 'Drama', 'Romance', 'Seinen']",7.72,['Studio Pierrot'],12
Doupo Cangqiong 2nd Season,"['Action', 'Adventure', 'Historical', 'Demons', 'Romance', 'Martial Arts', 'Fantasy']",7.72,['add some'],12
Chrno Crusade,"['Action', 'Demons', 'Historical', 'Romance', 'Shounen', 'Supernatural']",7.72,['Gonzo'],24
BanG Dream! 2nd Season,['Music'],7.72,['SANZIGEN'],13
Araburu Kisetsu no Otome-domo yo.,"['Comedy', 'Drama', 'Romance', 'School', 'Shounen']",7.72,['Lay-duce'],12
Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou,"['Slice of Life', 'Drama', 'Magic', 'Fantasy']",7.73,['Studio Gokumi'],6
"Yuru Yuri,","['Slice of Life', 'Comedy', 'School', 'Shoujo Ai']",7.73,['Lay-duce'],1
Uchiage Hanabi,['Music'],7.73,['Shaft'],1
Hetalia World Series Specials,"['Comedy', 'Historical', 'Parody']",7.7,['Studio Deen'],4
"Haikyuu!!: vs. ""Akaten""","['Sports', 'Shounen']",7.7,['Production I.G'],1
Garo Movie: Divine Flame,"['Action', 'Demons', 'Supernatural', 'Magic', 'Fantasy']",7.7,['MAPPA'],1
Free! Movie 2: Timeless Medley - Yakusoku,"['School', 'Slice of Life', 'Sports']",7.7,['Kyoto Animation'],1
Dragon Quest: Dai no Daibouken (TV),"['Adventure', 'Comedy', 'Demons', 'Magic', 'Martial Arts', 'Fantasy', 'Shounen']",7.7,['Toei Animation'],46
Detective Conan: Conan vs. Kid - Shark & Jewel,"['Adventure', 'Comedy', 'Kids', 'Mystery', 'Police', 'Shounen']",7.7,['add some'],1
Demi-chan wa Kataritai,"['Comedy', 'Vampire', 'Fantasy', 'School', 'Seinen']",7.7,['A-1 Pictures'],12
Danganronpa 3: The End of Kibougamine Gakuen - Kibou-hen,"['Action', 'Psychological', 'Horror', 'Mystery']",7.7,['Lerche'],1
Code Geass: Hangyaku no Lelouch Special Edition - Black Rebellion,"['Action', 'Military', 'Super Power', 'Mecha', 'School']",7.7,['Sunrise'],1
Break Blade 1: Kakusei no Toki,"['Action', 'Fantasy', 'Mecha', 'Military', 'Shounen']",7.7,"['Production I.G', 'Xebec']",1
Angel Beats! Specials,"['Action', 'Comedy', 'Supernatural', 'School']",7.7,['P.A. Works'],2
Aikatsu Stars!,"['Music', 'School', 'Shoujo', 'Slice of Life']",7.7,['Bandai Namco Pictures'],100
ACCA: 13-ku Kansatsu-ka,"['Police', 'Fantasy', 'Mystery', 'Drama', 'Seinen']",7.7,['Madhouse'],12
3D Kanojo: Real Girl 2nd Season,"['Romance', 'School', 'Shoujo']",7.7,['Hoods Entertainment'],12
Yume-iro Pâtissière SP Professional,"['Slice of Life', 'Shoujo']",7.71,['Studio Pierrot'],13
Yamiyo,['Music'],7.71,['Twin Engine'],1
Overlord Movie 1: Fushisha no Ou,"['Action', 'Game', 'Supernatural', 'Magic', 'Fantasy']",7.68,['Madhouse'],1
Orange,"['Sci-Fi', 'Drama', 'Romance', 'School', 'Shoujo']",7.68,['Telecom Animation Film'],13
Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,"['Action', 'Comedy', 'Fantasy', 'Supernatural']",7.68,['Diomedea'],10
Majin Tantei Nougami Neuro,"['Mystery', 'Comedy', 'Demons', 'Supernatural', 'Shounen']",7.68,['Madhouse'],25
Love Live! Sunshine!! 2nd Season,"['Music', 'School', 'Slice of Life']",7.68,['Sunrise'],13
Kindaichi Shounen no Jikenbo Returns 2nd Season,"['Mystery', 'Shounen']",7.68,['Toei Animation'],22
K: Seven Stories Movie 5 - Memory of Red - Burn,"['Action', 'Super Power', 'Supernatural']",7.68,['GoHands'],1
Hourou Musuko Specials,"['Drama', 'School']",7.68,['AIC Classic'],2
Higashi no Eden Movie II: Paradise Lost,"['Action', 'Comedy', 'Drama', 'Mystery', 'Romance', 'Thriller']",7.68,['Production I.G'],1
Heartcatch Precure! Movie: Hana no Miyako de Fashion Show... Desu ka!?,"['Fantasy', 'Kids', 'Magic', 'Shoujo']",7.68,['Toei Animation'],1
Elfen Lied,"['Action', 'Horror', 'Psychological', 'Supernatural', 'Drama', 'Romance', 'Seinen']",7.68,['Arms'],13
Da Yu Hai Tang (Movie),"['Adventure', 'Supernatural', 'Drama', 'Romance']",7.68,['B&T'],1
Chuuka Ichiban!,"['Action', 'Comedy', 'Drama', 'Shounen']",7.68,['Nippon Animation'],52
Black Jack (TV),['Drama'],7.68,['Tezuka Productions'],61
Ao Haru Ride OVA,"['Slice of Life', 'Romance', 'School', 'Shoujo']",7.68,['Production I.G'],2
Aggressive Retsuko,"['Music', 'Slice of Life', 'Comedy']",7.68,['Fanworks'],100
No.6,"['Action', 'Sci-Fi', 'Mystery', 'Drama']",7.66,['Bones'],11
Mahouka Koukou no Rettousei,"['Action', 'Sci-Fi', 'Supernatural', 'Magic', 'Romance', 'School']",7.66,['Madhouse'],26
Log Horizon 2nd Season,"['Action', 'Game', 'Adventure', 'Magic', 'Fantasy']",7.66,['Studio Deen'],25
Layton Kyouju to Eien no Utahime,"['Adventure', 'Mystery']",7.66,"['OLM', 'P.A. Works']",1
"Kumo no Mukou, Yakusoku no Basho","['Drama', 'Military', 'Romance', 'Sci-Fi']",7.66,['CoMix Wave Films'],1
Konnichiwa Anne: Before Green Gables,"['Drama', 'Historical', 'Kids', 'Slice of Life']",7.66,['Nippon Animation'],39
Huyao Xiao Hongniang: Wangquan Fugui,"['Comedy', 'Historical', 'Supernatural', 'Romance']",7.66,['Haoliners Animation League'],14
Higashi no Eden Movie I: The King of Eden,"['Comedy', 'Drama', 'Mystery', 'Romance', 'Slice of Life', 'Thriller']",7.66,['Production I.G'],1
Hakumei to Mikochi,"['Fantasy', 'Seinen', 'Slice of Life']",7.66,['Lerche'],12
Ginga Eiyuu Densetsu: Die Neue These - Kaikou,"['Action', 'Drama', 'Military', 'Sci-Fi', 'Space']",7.66,['Production I.G'],12
GetBackers,"['Action', 'Comedy', 'Drama', 'Mystery', 'Shounen', 'Super Power', 'Supernatural']",7.66,['Studio Deen'],49
Gensoumaden Saiyuuki,"['Adventure', 'Comedy', 'Supernatural', 'Drama', 'Shounen']",7.66,['Studio Pierrot'],50
Free!: Dive to the Future,"['Comedy', 'Drama', 'School', 'Slice of Life', 'Sports']",7.66,"['Kyoto Animation', 'Animation Do']",12
Fairy Tail OVA,"['Comedy', 'Ecchi', 'Fantasy', 'Magic', 'Shounen']",7.66,"['Satelight', 'A-1 Pictures']",5
Fairy Tail Movie 2: Dragon Cry,"['Action', 'Adventure', 'Comedy', 'Magic', 'Fantasy', 'Shounen']",7.66,['A-1 Pictures'],1
Digimon Tamers,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Shounen']",7.66,['Toei Animation'],51
Shokugeki no Souma: Ni no Sara OVA,"['Ecchi', 'School', 'Shounen']",7.64,['J.C.Staff'],2
Kore wa Zombie Desu ka? of the Dead,"['Action', 'Harem', 'Comedy', 'Supernatural', 'Magic', 'Ecchi']",7.64,['Studio Deen'],10
Konohana Kitan,"['Slice of Life', 'Fantasy', 'Seinen', 'Shoujo Ai']",7.64,['Lerche'],12
Kemono Friends,"['Adventure', 'Comedy', 'Fantasy']",7.64,['Yaoyorozu'],12
Kareshi Kanojo no Jijou,"['Comedy', 'Drama', 'Romance', 'School', 'Shoujo', 'Slice of Life']",7.64,"['Gainax', 'J.C.Staff']",26
Inazuma Eleven,"['Sports', 'Super Power', 'Shounen']",7.64,['OLM'],127
Hayate no Gotoku!,"['Action', 'Harem', 'Comedy', 'Parody', 'Romance', 'Shounen']",7.64,['SynergySP'],52
Grisaia no Kajitsu,"['Drama', 'Harem', 'Psychological', 'Romance', 'School']",7.64,['8bit'],13
Ginga Tetsudou 999 (Movie),"['Sci-Fi', 'Adventure', 'Space', 'Drama', 'Fantasy']",7.64,['Toei Animation'],1
Fullmetal Alchemist: The Conqueror of Shamballa,"['Military', 'Comedy', 'Historical', 'Drama', 'Fantasy', 'Shounen']",7.64,['Bones'],1
Full Metal Panic! Invisible Victory,"['Action', 'Mecha', 'Military']",7.64,['Xebec'],12
Aa! Megami-sama!: Tatakau Tsubasa,"['Comedy', 'Magic', 'Romance', 'Seinen', 'Supernatural']",7.64,['add some'],2
Yuru Yuri,"['Slice of Life', 'Comedy', 'School', 'Shoujo Ai']",7.65,['Doga Kobo'],12
Yowamushi Pedal Movie,"['Comedy', 'Drama', 'Shounen', 'Sports']",7.65,['TMS Entertainment'],1
"Yondemasu yo, Azazel-san.","['Comedy', 'Demons', 'Supernatural']",7.65,['Production I.G'],4
Towa no Quon 4: Guren no Shoushin,"['Action', 'Sci-Fi', 'Super Power', 'Supernatural']",7.65,['Bones'],1
Final Fantasy VII: Advent Children - Venice Film Festival Footage,"['Action', 'Fantasy', 'Drama', 'Sci-Fi']",7.62,['add some'],1
